sat_name,inc_family,maneuver_class,t_from,t_to,dt_h,a_km,alt_km,e,i_deg,raan_deg,u_deg,da_km,de,di_deg,draan_raw_deg,draan_j2_deg,draan_res_deg,du_deg,da_severity,dv_est_ms,flagged,flag_reason
STARLINK-34515,mid-inc,mixed,2026-05-06 02:03:42+00:00,2026-05-06 10:22:42+00:00,8.32,6941.916,563.78,0.00178,70.0178,169.1722,291.141,14.7292,-0.000979,0.02742,-0.8642,-0.8734,0.0092,68.5909,large,8.039,True,da=+14.73km[large] | di=+0.0274deg
STARLINK-36782,SSO,mixed,2026-05-03 17:39:42+00:00,2026-05-04 09:46:42+00:00,16.12,6849.295,471.16,0.00102,97.1702,311.8201,191.8025,-14.3792,0.001468,0.00726,0.6667,0.6535,0.0131,104.5273,large,8.008,True,da=-14.38km[large] | de=+0.00147
STARLINK-34548,mid-inc,mixed,2026-05-05 18:21:42+00:00,2026-05-05 22:50:42+00:00,4.48,6954.462,576.33,0.000346,70.036,170.0299,339.3894,-14.7004,0.001724,-0.01902,-0.4588,-0.4715,0.0126,-72.5852,large,8.002,True,da=-14.70km[large] | de=+0.00172
STARLINK-36773,SSO,phasing,2026-05-04 09:54:42+00:00,2026-05-04 21:05:42+00:00,11.18,6832.011,453.87,0.000677,97.1796,312.3929,102.1067,14.1911,0.0009,-0.00643,0.463,0.4543,0.0087,50.7659,large,7.933,True,da=+14.19km[large]
STARLINK-34574,mid-inc,phasing,2026-05-05 18:15:42+00:00,2026-05-05 22:44:42+00:00,4.48,6954.27,576.13,0.00098,70.0359,170.2127,158.595,-14.4233,-0.00015,-0.01879,-0.4587,-0.4715,0.0127,-72.7225,large,7.851,True,da=-14.42km[large]
STARLINK-37442,SSO,mixed,2026-05-05 17:38:42+00:00,2026-05-05 23:16:42+00:00,5.63,6728.155,350.02,0.001082,97.2076,331.0847,349.4653,-13.7149,0.001291,0.00766,0.2387,0.2444,-0.0057,-109.6714,large,7.845,True,da=-13.71km[large] | de=+0.00129
STARLINK-34548,mid-inc,mixed,2026-05-05 10:04:42+00:00,2026-05-05 18:21:42+00:00,8.28,6940.111,561.97,0.002015,70.0139,170.9068,278.3095,14.3516,-0.001669,0.02212,-0.8769,-0.871,-0.0059,61.0799,large,7.836,True,da=+14.35km[large] | di=+0.0221deg | de=-0.00167
STARLINK-5841,mid-inc,phasing,2026-05-03 11:03:42+00:00,2026-05-03 19:22:42+00:00,8.32,6954.088,575.95,0.000392,69.886,306.0746,202.2647,-14.2725,0.001764,-0.01953,-0.8838,-0.8809,-0.0028,68.558,large,7.769,True,da=-14.27km[large] | de=+0.00176
STARLINK-36739,SSO,mixed,2026-05-02 17:37:42+00:00,2026-05-03 01:51:42+00:00,8.23,6847.331,469.19,0.000872,97.1687,310.8026,337.1579,-13.937,-3.8e-05,0.00578,0.329,0.3341,-0.0051,92.6563,large,7.765,True,da=-13.94km[large]
STARLINK-36962,53deg,phasing,2026-05-05 01:36:42+00:00,2026-05-05 09:34:42+00:00,7.97,6815.301,437.16,0.001222,53.2746,56.4112,301.5754,13.8002,-0.00032,0.02038,-1.5549,-1.5623,0.0074,42.7319,large,7.743,True,da=+13.80km[large] | di=+0.0204deg
STARLINK-36795,SSO,mixed,2026-05-05 01:41:42+00:00,2026-05-05 09:44:42+00:00,8.05,6849.522,471.39,0.00106,97.1689,313.0628,190.2504,-13.8419,0.001303,0.00944,0.3273,0.3263,0.001,50.3819,large,7.708,True,da=-13.84km[large] | de=+0.00130
STARLINK-5522,mid-inc,phasing,2026-05-04 11:13:42+00:00,2026-05-04 19:30:42+00:00,8.28,6956.43,578.29,0.000786,69.9228,323.4764,185.9022,-14.084,0.000982,-0.02043,-0.8643,-0.8748,0.0106,61.0911,large,7.663,True,da=-14.08km[large] | di=-0.0204deg
STARLINK-36389,SSO,mixed,2026-05-05 17:53:42+00:00,2026-05-05 23:07:42+00:00,5.23,6850.216,472.08,0.001324,97.1732,313.7505,358.8258,-13.6712,-0.000251,0.00458,0.2187,0.2121,0.0066,123.1731,large,7.612,True,da=-13.67km[large]
STARLINK-36792,SSO,phasing,2026-05-05 17:53:42+00:00,2026-05-05 23:07:42+00:00,5.23,6831.228,453.09,0.003059,97.1832,313.712,268.9731,13.5905,-0.001532,-0.01012,0.2093,0.2128,-0.0034,122.8525,large,7.598,True,da=+13.59km[large] | de=-0.00153
STARLINK-36382,SSO,mixed,2026-05-03 09:42:42+00:00,2026-05-03 17:59:42+00:00,8.28,6846.594,468.46,0.001505,97.1692,311.4264,12.967,-13.6205,-0.000492,0.00846,0.3481,0.3363,0.0118,105.2921,large,7.59,True,da=-13.62km[large]
STARLINK-5522,mid-inc,phasing,2026-05-04 19:30:42+00:00,2026-05-05 03:15:42+00:00,7.75,6942.346,564.21,0.001769,69.9024,322.6121,246.9934,13.8239,-0.001054,0.01651,-0.8218,-0.8186,-0.0032,-58.6446,large,7.544,True,da=+13.82km[large] | de=-0.00105
STARLINK-37023,53deg,lowering,2026-05-06 01:37:42+00:00,2026-05-06 09:40:42+00:00,8.05,6851.561,473.42,0.000656,53.0245,271.9456,204.3839,-13.5139,0.000962,-0.03239,-1.5768,-1.5706,-0.0062,52.1276,large,7.522,True,da=-13.51km[large] | di=-0.0324deg
STARLINK-33946,mid-inc,mixed,2026-05-04 20:31:42+00:00,2026-05-05 02:28:42+00:00,5.95,6940.196,562.06,0.000729,69.921,332.5339,80.0835,13.7758,-0.000308,0.01522,-0.6402,-0.6286,-0.0116,-103.1803,large,7.521,True,da=+13.78km[large]
STARLINK-36382,SSO,mixed,2026-05-02 09:45:42+00:00,2026-05-02 17:51:42+00:00,8.1,6828.917,450.78,0.003003,97.1755,310.4432,264.8106,13.3219,-0.00201,-0.00535,0.34,0.3295,0.0105,62.7758,large,7.452,True,da=+13.32km[large] | de=-0.00201
STARLINK-37405,SSO,mixed,2026-05-03 09:34:42+00:00,2026-05-03 17:45:42+00:00,8.18,6704.321,326.18,0.001417,97.2067,328.6145,42.4785,12.94,-0.000101,-0.00438,0.3665,0.3566,0.0099,138.2863,large,7.441,True,da=+12.94km[large]
STARLINK-36718,SSO,phasing,2026-05-02 17:39:42+00:00,2026-05-03 01:44:42+00:00,8.08,6844.473,466.34,0.001435,97.1635,234.3251,32.9933,-13.3156,-0.00076,0.01004,0.3369,0.3283,0.0087,58.1999,large,7.423,True,da=-13.32km[large]
STARLINK-36718,SSO,phasing,2026-05-04 21:07:42+00:00,2026-05-05 01:37:42+00:00,4.5,6848.648,470.51,0.000844,97.1575,236.4447,343.4438,-13.2919,0.001523,0.01064,0.1881,0.1822,0.0059,-45.5436,large,7.403,True,da=-13.29km[large] | de=+0.00152
STARLINK-36973,53deg,phasing,2026-05-03 17:36:42+00:00,2026-05-04 09:30:42+00:00,15.9,6852.808,474.67,0.001177,53.0148,282.5862,48.3539,-13.3039,-0.000656,-0.01889,-3.1239,-3.1002,-0.0236,54.8214,large,7.403,True,da=-13.30km[large]
STARLINK-34515,mid-inc,mixed,2026-05-05 10:03:42+00:00,2026-05-05 18:20:42+00:00,8.28,6942.932,564.79,0.001618,70.0188,170.8515,296.173,13.5579,-0.000826,0.0207,-0.8624,-0.8698,0.0074,61.0988,large,7.398,True,da=+13.56km[large] | di=+0.0207deg
STARLINK-5841,mid-inc,phasing,2026-05-05 19:21:42+00:00,2026-05-05 21:31:42+00:00,2.17,6941.375,563.24,0.001911,69.8621,300.1536,252.0258,13.4438,-0.000799,0.01922,-0.2275,-0.2294,0.0019,126.7123,large,7.338,True,da=+13.44km[large]
STARLINK-37446,SSO,phasing,2026-05-05 01:38:42+00:00,2026-05-05 09:43:42+00:00,8.08,6723.218,345.08,0.001481,97.2047,330.377,147.8154,-12.7819,0.001455,0.01244,0.3455,0.3515,-0.006,108.6093,large,7.319,True,da=-12.78km[large] | de=+0.00145
STARLINK-36715,SSO,phasing,2026-05-05 23:05:42+00:00,2026-05-06 01:47:42+00:00,2.7,6846.213,468.08,0.001521,97.1595,237.4352,27.2945,-13.1088,0.001215,0.00843,0.1195,0.1095,0.01,-99.2945,large,7.305,True,da=-13.11km[large] | de=+0.00121
STARLINK-34572,mid-inc,mixed,2026-05-04 20:48:42+00:00,2026-05-05 02:05:42+00:00,5.28,6942.859,564.72,0.000731,70.0142,172.4375,65.0007,13.3708,0.000208,0.01866,-0.5687,-0.555,-0.0138,107.1704,large,7.296,True,da=+13.37km[large]
STARLINK-37473,SSO,phasing,2026-05-05 23:16:42+00:00,2026-05-06 01:44:42+00:00,2.47,6727.102,348.96,0.000909,97.2078,331.3077,197.8687,-12.7366,0.000162,0.00522,0.1047,0.107,-0.0023,-137.8079,large,7.287,True,da=-12.74km[large]
STARLINK-36389,SSO,mixed,2026-05-02 09:42:42+00:00,2026-05-02 17:58:42+00:00,8.27,6832.986,454.85,0.0028,97.175,310.4608,287.4885,13.0269,-0.001232,-0.00487,0.3333,0.3356,-0.0023,100.1361,large,7.281,True,da=+13.03km[large] | de=-0.00123
STARLINK-37026,53deg,mixed,2026-05-05 17:52:42+00:00,2026-05-05 23:04:42+00:00,5.2,6846.436,468.3,0.001585,52.9948,273.3775,257.5157,13.0335,-0.000236,0.03304,-1.0084,-1.0103,0.0019,114.1865,large,7.263,True,da=+13.03km[large] | di=+0.0330deg
STARLINK-11207,53deg,mixed,2026-05-03 11:04:42+00:00,2026-05-03 19:06:42+00:00,8.03,6744.419,366.28,0.00136,53.3142,70.6788,175.8357,-12.6422,0.000352,-0.04252,-1.6427,-1.645,0.0023,92.4828,large,7.205,True,da=-12.64km[large] | di=-0.0425deg
STARLINK-36832,SSO,mixed,2026-05-05 01:43:42+00:00,2026-05-05 09:42:42+00:00,7.98,6726.035,347.9,0.00161,97.2037,330.3751,157.5282,-12.5451,0.000909,0.01208,0.34,0.3465,-0.0065,84.9789,large,7.179,True,da=-12.55km[large]
STARLINK-37471,SSO,phasing,2026-05-05 17:40:42+00:00,2026-05-05 23:18:42+00:00,5.63,6715.392,337.25,0.002217,97.2146,331.0666,303.4246,12.4473,-0.001206,-0.00736,0.2378,0.2443,-0.0065,-109.6779,large,7.14,True,da=+12.45km[large] | de=-0.00121
STARLINK-36811,SSO,phasing,2026-05-05 09:45:42+00:00,2026-05-05 17:50:42+00:00,8.08,6843.997,465.86,0.001534,97.1758,313.4563,34.2787,-12.7958,-0.00095,0.00787,0.3387,0.3288,0.0099,58.2049,large,7.134,True,da=-12.80km[large]
STARLINK-11204,53deg,phasing,2026-05-04 11:02:42+00:00,2026-05-04 19:48:42+00:00,8.77,6744.31,366.17,0.001422,53.3094,65.8888,6.47,-12.507,0.0003,-0.04286,-1.8072,-1.7954,-0.0118,-94.5295,large,7.128,True,da=-12.51km[large] | di=-0.0429deg
STARLINK-11207,53deg,mixed,2026-05-03 03:02:42+00:00,2026-05-03 11:04:42+00:00,8.03,6731.963,353.83,0.000327,53.2793,72.3342,83.1095,12.4563,0.001032,0.03492,-1.6554,-1.6448,-0.0106,92.7262,large,7.119,True,da=+12.46km[large] | di=+0.0349deg | de=+0.00103
STARLINK-36768,SSO,mixed,2026-05-05 09:45:42+00:00,2026-05-05 17:50:42+00:00,8.08,6843.965,465.83,0.001132,97.1736,313.3783,214.5199,-12.7229,0.001935,0.00942,0.3389,0.3287,0.0101,57.9453,large,7.094,True,da=-12.72km[large] | de=+0.00194
STARLINK-37213,SSO,raising,2026-05-03 01:36:42+00:00,2026-05-03 09:39:42+00:00,8.05,6777.976,399.84,0.001582,97.2611,354.2548,171.0792,-12.4485,0.001165,0.0133,0.337,0.3429,-0.0059,78.9757,large,7.042,True,da=-12.45km[large] | de=+0.00117
STARLINK-34909,SSO,mixed,2026-05-05 18:21:42+00:00,2026-05-05 22:44:42+00:00,4.38,6931.021,552.88,0.000863,97.5176,357.3641,203.4106,-12.8658,3.7e-05,0.00967,0.1844,0.1787,0.0057,-90.7275,large,7.039,True,da=-12.87km[large]
STARLINK-11241,53deg,phasing,2026-05-04 11:04:42+00:00,2026-05-04 19:49:42+00:00,8.75,6744.495,366.36,0.001264,53.3111,66.2686,180.3883,-12.3436,-0.000894,-0.04334,-1.7891,-1.7917,0.0026,-98.6934,large,7.035,True,da=-12.34km[large] | di=-0.0433deg
STARLINK-36382,SSO,mixed,2026-05-03 17:59:42+00:00,2026-05-04 09:49:42+00:00,15.83,6832.973,454.84,0.001013,97.1776,311.7745,118.2592,12.5299,0.000561,-0.00738,0.648,0.643,0.005,41.6053,large,7.003,True,da=+12.53km[large]
STARLINK-5038,mid-inc,phasing,2026-05-04 11:16:42+00:00,2026-05-04 19:35:42+00:00,8.32,6956.27,578.13,0.000799,69.9706,343.5771,353.1583,-12.8604,0.0,-0.02054,-0.8613,-0.8761,0.0148,68.6664,large,6.997,True,da=-12.86km[large] | di=-0.0205deg
STARLINK-11205,53deg,mixed,2026-05-06 02:59:42+00:00,2026-05-06 11:02:42+00:00,8.05,6731.965,353.83,0.00168,53.0394,222.9352,273.0114,12.214,-0.000259,0.04236,-1.6492,-1.6574,0.0082,96.3731,large,6.98,True,da=+12.21km[large] | di=+0.0424deg
STARLINK-36773,SSO,phasing,2026-05-05 09:42:42+00:00,2026-05-05 17:48:42+00:00,8.1,6849.979,471.84,0.001481,97.1708,313.3695,173.0414,-12.4833,0.000632,0.00909,0.3282,0.3282,-0.0001,61.8625,large,6.951,True,da=-12.48km[large]
STARLINK-36795,SSO,mixed,2026-05-04 21:11:42+00:00,2026-05-05 01:41:42+00:00,4.5,6837.144,459.01,0.002144,97.1784,312.8762,235.8092,12.3781,-0.001085,-0.00953,0.1866,0.1824,0.0043,-45.5589,large,6.912,True,da=+12.38km[large] | de=-0.00108
STARLINK-35464,53deg,mixed,2026-05-05 17:57:42+00:00,2026-05-05 22:57:42+00:00,5.0,6849.554,471.42,0.001306,53.2477,29.1066,177.6953,-12.411,9.8e-05,-0.03232,-0.953,-0.9712,0.0182,70.9464,large,6.911,True,da=-12.41km[large] | di=-0.0323deg
STARLINK-35323,53deg,mixed,2026-05-03 09:53:42+00:00,2026-05-03 18:07:42+00:00,8.23,6859.885,481.75,0.001296,53.1553,350.5822,359.3212,-12.4317,-0.000995,-0.04453,-1.5983,-1.5945,-0.0039,90.9435,large,6.907,True,da=-12.43km[large] | di=-0.0445deg
STARLINK-35148,53deg,mixed,2026-05-06 01:52:42+00:00,2026-05-06 10:05:42+00:00,8.22,6849.92,471.78,0.001237,53.1744,181.4151,181.0943,-12.381,0.000425,-0.03336,-1.6027,-1.5984,-0.0042,91.0265,large,6.894,True,da=-12.38km[large] | di=-0.0334deg
STARLINK-35464,53deg,mixed,2026-05-05 01:56:42+00:00,2026-05-05 10:10:42+00:00,8.23,6837.347,459.21,0.000277,53.2188,32.2226,91.1251,12.3192,0.000854,0.03442,-1.5932,-1.5989,0.0057,95.1172,large,6.878,True,da=+12.32km[large] | di=+0.0344deg
STARLINK-11207,53deg,mixed,2026-05-02 19:00:42+00:00,2026-05-03 03:02:42+00:00,8.03,6744.01,365.87,0.001094,53.3165,73.9687,350.423,-12.0477,-0.000767,-0.03724,-1.6345,-1.6449,0.0104,92.6865,large,6.867,True,da=-12.05km[large] | di=-0.0372deg
STARLINK-34046,mid-inc,mixed,2026-05-05 22:32:42+00:00,2026-05-06 02:19:42+00:00,3.78,6955.603,577.47,0.000574,69.9365,329.868,345.5352,-12.6049,0.000192,-0.02104,-0.4041,-0.3993,-0.0047,130.1717,large,6.859,True,da=-12.60km[large] | di=-0.0210deg
STARLINK-37042,53deg,phasing,2026-05-03 17:39:42+00:00,2026-05-04 09:35:42+00:00,15.93,6824.266,446.13,0.00131,53.3103,63.659,2.476,-12.2466,-0.001021,-0.04472,-3.1378,-3.131,-0.0068,87.9382,large,6.858,True,da=-12.25km[large] | di=-0.0447deg | de=-0.00102
STARLINK-5526,mid-inc,phasing,2026-05-05 19:24:42+00:00,2026-05-05 21:34:42+00:00,2.17,6940.117,561.98,0.002034,69.8937,320.0434,261.9952,12.5536,-0.001024,0.01708,-0.2193,-0.2293,0.0099,126.7405,large,6.854,True,da=+12.55km[large] | de=-0.00102
STARLINK-34760,53deg,phasing,2026-05-05 10:02:42+00:00,2026-05-05 18:17:42+00:00,8.25,6859.746,481.61,0.001226,53.0288,264.1148,357.4969,-12.3171,-0.000912,-0.03571,-1.5963,-1.6023,0.006,94.7963,large,6.844,True,da=-12.32km[large] | di=-0.0357deg
STARLINK-30898,53deg,mixed,2026-05-02 10:35:42+00:00,2026-05-02 18:49:42+00:00,8.23,6847.172,469.04,0.00143,53.3156,111.079,172.9666,-12.2489,0.000277,-0.03475,-1.5925,-1.5986,0.0061,95.894,large,6.824,True,da=-12.25km[large] | di=-0.0347deg
STARLINK-35402,53deg,mixed,2026-05-04 21:01:42+00:00,2026-05-05 02:06:42+00:00,5.08,6847.444,469.31,0.000332,53.1007,343.8731,95.8546,12.2399,0.000864,0.03309,-0.9749,-0.9849,0.01,87.5441,large,6.819,True,da=+12.24km[large] | di=+0.0331deg
STARLINK-34760,53deg,phasing,2026-05-04 10:07:42+00:00,2026-05-04 20:44:42+00:00,10.62,6847.532,469.39,0.001688,52.9902,268.7591,264.9512,12.2246,-0.000453,0.03999,-2.0574,-2.062,0.0045,-81.6875,large,6.81,True,da=+12.22km[large] | di=+0.0400deg
STARLINK-32045,53deg,mixed,2026-05-05 22:15:42+00:00,2026-05-06 02:33:42+00:00,4.3,6859.885,481.75,0.001302,53.29,130.9388,178.1668,-12.2532,-0.000951,-0.03824,-0.8301,-0.83,-0.0001,-92.6188,large,6.808,True,da=-12.25km[large] | di=-0.0382deg
STARLINK-35308,53deg,raising,2026-05-03 09:58:42+00:00,2026-05-03 18:12:42+00:00,8.23,6859.781,481.64,0.00118,53.1446,193.5979,355.5867,-12.2429,-0.000866,-0.03767,-1.5855,-1.5948,0.0093,90.955,large,6.802,True,da=-12.24km[large] | di=-0.0377deg
STARLINK-11204,53deg,phasing,2026-05-06 03:04:42+00:00,2026-05-06 11:07:42+00:00,8.05,6732.579,354.44,0.000424,53.2636,57.6838,78.0736,11.902,0.000927,0.03403,-1.6647,-1.6485,-0.0161,96.5692,large,6.801,True,da=+11.90km[large] | di=+0.0340deg
STARLINK-34393,53deg,mixed,2026-05-06 02:06:42+00:00,2026-05-06 10:21:42+00:00,8.25,6859.71,481.57,0.001232,53.0305,273.8346,357.0259,-12.2405,-0.000927,-0.04075,-1.602,-1.6023,0.0004,94.8406,large,6.801,True,da=-12.24km[large] | di=-0.0407deg
STARLINK-37029,53deg,mixed,2026-05-03 17:42:42+00:00,2026-05-04 09:37:42+00:00,15.92,6803.04,424.9,0.001075,53.3091,63.6908,350.2226,-12.0863,-0.000788,-0.04385,-3.159,-3.1619,0.003,101.173,large,6.8,True,da=-12.09km[large] | di=-0.0439deg
STARLINK-36708,SSO,phasing,2026-05-05 01:37:42+00:00,2026-05-05 09:42:42+00:00,8.08,6837.745,459.61,0.001137,97.1681,235.7955,126.2011,12.1681,2.1e-05,-0.00948,0.3281,0.327,0.0011,58.1489,large,6.793,True,da=+12.17km[large]
STARLINK-30283,53deg,phasing,2026-05-04 11:02:42+00:00,2026-05-05 03:05:42+00:00,16.05,6859.689,481.55,0.001388,53.058,307.6735,6.7919,-12.1704,-0.001064,-0.04147,-3.1188,-3.1153,-0.0035,86.1345,large,6.762,True,da=-12.17km[large] | di=-0.0415deg | de=-0.00106
STARLINK-34528,53deg,mixed,2026-05-02 18:06:42+00:00,2026-05-03 02:20:42+00:00,8.23,6812.254,434.12,0.000432,53.0395,224.5643,80.1465,12.0232,0.000713,0.04303,-1.6257,-1.6264,0.0006,105.7777,large,6.75,True,da=+12.02km[large] | di=+0.0430deg
STARLINK-11206,53deg,phasing,2026-05-04 10:56:42+00:00,2026-05-04 19:43:42+00:00,8.78,6744.256,366.12,0.001492,53.0629,231.2189,169.9697,-11.8379,-0.00103,-0.03707,-1.7851,-1.8088,0.0237,-90.9092,large,6.747,True,da=-11.84km[large] | di=-0.0371deg | de=-0.00103
STARLINK-36739,SSO,mixed,2026-05-06 01:35:42+00:00,2026-05-06 09:39:42+00:00,8.07,6850.044,471.91,0.001286,97.1702,314.0789,358.7845,-12.0837,-8.8e-05,0.01006,0.327,0.3268,0.0001,54.3115,large,6.728,True,da=-12.08km[large]
STARLINK-11237,53deg,mixed,2026-05-05 19:04:42+00:00,2026-05-05 21:45:42+00:00,2.68,6732.567,354.43,0.00051,53.2619,59.1527,76.6292,11.7633,0.000548,0.03741,-0.573,-0.5495,-0.0235,-87.9389,large,6.722,True,da=+11.76km[large] | di=+0.0374deg
STARLINK-35290,53deg,phasing,2026-05-03 09:54:42+00:00,2026-05-03 18:09:42+00:00,8.25,6859.623,481.49,0.001097,53.144,193.5849,351.9163,-12.094,-0.000771,-0.03718,-1.5858,-1.5981,0.0123,94.7774,large,6.72,True,da=-12.09km[large] | di=-0.0372deg
STARLINK-37442,SSO,mixed,2026-05-02 09:43:42+00:00,2026-05-02 17:42:42+00:00,7.98,6707.374,329.24,0.001668,97.2019,327.5744,159.2731,-11.687,0.001267,0.008,0.3475,0.3497,-0.0022,92.1074,large,6.716,True,da=-11.69km[large] | de=+0.00127
STARLINK-37460,SSO,phasing,2026-05-06 01:39:42+00:00,2026-05-06 09:36:42+00:00,7.95,6723.365,345.23,0.001548,97.2079,331.4051,32.3466,-11.7031,-0.000737,0.01097,0.356,0.3457,0.0104,77.2674,large,6.701,True,da=-11.70km[large]
STARLINK-31772,53deg,mixed,2026-05-05 10:30:42+00:00,2026-05-05 18:45:42+00:00,8.25,6847.817,469.68,0.001647,53.1847,17.6461,259.5972,12.0016,-0.000481,0.0312,-1.6133,-1.5951,-0.0182,94.5436,large,6.686,True,da=+12.00km[large] | di=+0.0312deg
STARLINK-5541,mid-inc,mixed,2026-05-04 11:20:42+00:00,2026-05-04 19:38:42+00:00,8.3,6952.143,574.01,0.001031,69.964,343.5559,30.6531,-12.2501,-0.000299,-0.01937,-0.8876,-0.8763,-0.0113,64.9528,large,6.671,True,da=-12.25km[large]
STARLINK-36962,53deg,phasing,2026-05-06 01:38:42+00:00,2026-05-06 09:38:42+00:00,8.0,6828.073,449.94,0.000335,53.2574,51.7195,94.2988,11.9218,0.000968,0.01633,-1.5785,-1.5601,-0.0184,44.1429,large,6.67,True,da=+11.92km[large]
STARLINK-35418,53deg,mixed,2026-05-05 17:57:42+00:00,2026-05-05 23:03:42+00:00,5.1,6847.73,469.59,0.000396,53.2101,29.2603,97.6022,11.9613,0.000697,0.03823,-0.9716,-0.9854,0.0139,91.3098,large,6.663,True,da=+11.96km[large] | di=+0.0382deg
STARLINK-34559,mid-inc,phasing,2026-05-05 22:43:42+00:00,2026-05-06 02:08:42+00:00,3.42,6955.434,577.3,0.000441,70.0403,169.6395,195.634,-12.237,0.001148,-0.02139,-0.356,-0.3588,0.0028,47.6387,large,6.659,True,da=-12.24km[large] | di=-0.0214deg | de=+0.00115
STARLINK-34548,mid-inc,mixed,2026-05-04 20:43:42+00:00,2026-05-05 02:07:42+00:00,5.4,6954.323,576.19,0.001005,70.0319,172.3033,158.829,-12.2292,0.000763,-0.02033,-0.5674,-0.5677,0.0003,133.2101,large,6.657,True,da=-12.23km[large] | di=-0.0203deg
STARLINK-34492,53deg,mixed,2026-05-02 18:07:42+00:00,2026-05-03 02:22:42+00:00,8.25,6859.407,481.27,0.001109,53.0744,225.4412,352.0105,-11.9791,-0.000804,-0.03298,-1.5884,-1.6007,0.0123,94.7786,large,6.656,True,da=-11.98km[large] | di=-0.0330deg
STARLINK-5841,mid-inc,phasing,2026-05-04 19:53:42+00:00,2026-05-05 03:18:42+00:00,7.42,6954.755,576.62,0.00109,69.8852,302.6214,19.2846,-12.2269,0.000688,-0.01977,-0.7799,-0.785,0.0051,-133.4756,large,6.655,True,da=-12.23km[large]
STARLINK-31780,53deg,lowering,2026-05-04 20:10:42+00:00,2026-05-05 02:49:42+00:00,6.65,6847.795,469.66,0.000401,53.1913,20.6168,97.2915,11.9109,0.000791,0.03545,-1.2728,-1.2855,0.0127,87.3139,large,6.635,True,da=+11.91km[large] | di=+0.0355deg
STARLINK-32001,53deg,mixed,2026-05-05 22:13:42+00:00,2026-05-06 02:33:42+00:00,4.33,6859.508,481.37,0.00108,53.2898,130.5824,350.6007,-11.9393,0.00062,-0.03656,-0.8289,-0.8366,0.0076,-84.7128,large,6.634,True,da=-11.94km[large] | di=-0.0366deg
STARLINK-35031,53deg,phasing,2026-05-04 10:08:42+00:00,2026-05-04 20:45:42+00:00,10.62,6835.518,457.38,0.001668,53.0994,343.6679,258.1438,11.8656,-0.00041,0.03124,-2.0786,-2.0698,-0.0088,-75.0566,large,6.628,True,da=+11.87km[large] | di=+0.0312deg
STARLINK-36708,SSO,phasing,2026-05-04 21:07:42+00:00,2026-05-05 01:37:42+00:00,4.5,6849.647,471.51,0.001415,97.1589,235.6068,171.8453,-11.9017,-0.000277,0.00921,0.1888,0.1821,0.0067,-45.6442,large,6.627,True,da=-11.90km[large]
STARLINK-5846,mid-inc,mixed,2026-05-05 21:39:42+00:00,2026-05-06 03:03:42+00:00,5.4,6954.585,576.45,0.000454,69.9139,319.8713,339.9254,-12.1724,0.000312,-0.02066,-0.5709,-0.5708,-0.0001,133.423,large,6.625,True,da=-12.17km[large] | di=-0.0207deg
STARLINK-34826,53deg,mixed,2026-05-03 18:06:42+00:00,2026-05-04 10:06:42+00:00,16.0,6859.79,481.65,0.001409,53.0311,272.2263,6.1583,-11.9073,-0.000981,-0.03962,-3.1023,-3.1071,0.0048,74.6152,large,6.616,True,da=-11.91km[large] | di=-0.0396deg
STARLINK-32848,53deg,mixed,2026-05-02 18:18:42+00:00,2026-05-03 02:35:42+00:00,8.28,6855.1,476.96,0.001396,53.3025,58.0631,173.6731,-11.8881,0.000259,-0.03843,-1.6059,-1.6022,-0.0037,104.0787,large,6.612,True,da=-11.89km[large] | di=-0.0384deg
STARLINK-31706,53deg,mixed,2026-05-02 18:33:42+00:00,2026-05-03 02:46:42+00:00,8.22,6859.629,481.49,0.001136,53.2523,32.0943,353.2255,-11.8979,-0.000726,-0.03809,-1.5723,-1.5875,0.0153,87.1132,large,6.611,True,da=-11.90km[large] | di=-0.0381deg
STARLINK-32018,53deg,mixed,2026-05-05 18:39:42+00:00,2026-05-05 22:15:42+00:00,3.6,6847.395,469.26,0.000293,53.2512,131.6026,88.7306,11.8527,0.000629,0.03608,-0.6848,-0.6951,0.0103,106.8717,large,6.603,True,da=+11.85km[large] | di=+0.0361deg
STARLINK-34760,53deg,phasing,2026-05-03 18:07:42+00:00,2026-05-04 10:07:42+00:00,16.0,6859.389,481.25,0.001042,53.0301,271.868,190.5273,-11.8574,0.000645,-0.03995,-3.1089,-3.1078,-0.0011,74.4239,large,6.589,True,da=-11.86km[large] | di=-0.0400deg
STARLINK-35131,53deg,phasing,2026-05-04 10:08:42+00:00,2026-05-04 20:44:42+00:00,10.6,6859.712,481.57,0.001373,53.1441,346.2147,5.7601,-11.852,0.000233,-0.04247,-2.0687,-2.0532,-0.0155,-85.5352,large,6.585,True,da=-11.85km[large] | di=-0.0425deg
STARLINK-11207,53deg,mixed,2026-05-02 10:58:42+00:00,2026-05-02 19:00:42+00:00,8.03,6732.507,354.37,0.001643,53.2792,75.6335,257.9461,11.5037,-0.000549,0.03731,-1.6648,-1.6447,-0.0201,92.4769,large,6.574,True,da=+11.50km[large] | di=+0.0373deg
STARLINK-31613,53deg,mixed,2026-05-05 18:40:42+00:00,2026-05-05 22:16:42+00:00,3.6,6847.692,469.56,0.001699,53.178,16.1994,265.3321,11.7248,-0.000243,0.03776,-0.6897,-0.6962,0.0065,106.6187,large,6.532,True,da=+11.72km[large] | di=+0.0378deg
